fips,race,age,dr_cases,vtdr_cases,dm_pop
13233,"White, non-Hispanic",65-84 years,273,33,1562
13235,"White, non-Hispanic",65-84 years,92,11,468
13237,"White, non-Hispanic",65-84 years,255,37,1198
13239,"White, non-Hispanic",65-84 years,42,6,154
13241,"White, non-Hispanic",65-84 years,209,38,1073
13243,"White, non-Hispanic",65-84 years,76,12,249
13245,"White, non-Hispanic",65-84 years,1045,169,3742
13247,"White, non-Hispanic",65-84 years,486,79,1884
13249,"White, non-Hispanic",65-84 years,28,5,156
13251,"White, non-Hispanic",65-84 years,91,16,525
13253,"White, non-Hispanic",65-84 years,118,14,438
13255,"White, non-Hispanic",65-84 years,467,93,2595
13257,"White, non-Hispanic",65-84 years,248,38,1176
13259,"White, non-Hispanic",65-84 years,28,5,131
13261,"White, non-Hispanic",65-84 years,184,33,880
13263,"White, non-Hispanic",65-84 years,72,12,257
13265,"White, non-Hispanic",65-84 years,22,3,80
13267,"White, non-Hispanic",65-84 years,153,27,741
13269,"White, non-Hispanic",65-84 years,65,12,328
13271,"White, non-Hispanic",65-84 years,93,12,492
13273,"White, non-Hispanic",65-84 years,105,16,326
13275,"White, non-Hispanic",65-84 years,381,58,1588
13277,"White, non-Hispanic",65-84 years,274,45,1305
13279,"White, non-Hispanic",65-84 years,178,26,913
13281,"White, non-Hispanic",65-84 years,237,24,934
13283,"White, non-Hispanic",65-84 years,64,9,243
13285,"White, non-Hispanic",65-84 years,485,65,2044
13287,"White, non-Hispanic",65-84 years,90,12,343
13289,"White, non-Hispanic",65-84 years,87,14,352
13291,"White, non-Hispanic",65-84 years,456,48,1824
13293,"White, non-Hispanic",65-84 years,198,35,1011
13295,"White, non-Hispanic",65-84 years,664,98,3202
13297,"White, non-Hispanic",65-84 years,770,117,3179
13299,"White, non-Hispanic",65-84 years,316,48,1256
13301,"White, non-Hispanic",65-84 years,57,7,202
13303,"White, non-Hispanic",65-84 years,130,20,603
13305,"White, non-Hispanic",65-84 years,245,38,1060
13307,"White, non-Hispanic",65-84 years,26,3,110
13309,"White, non-Hispanic",65-84 years,71,11,269
13311,"White, non-Hispanic",65-84 years,271,41,1365
13313,"White, non-Hispanic",65-84 years,970,126,3338
13315,"White, non-Hispanic",65-84 years,74,12,369
13317,"White, non-Hispanic",65-84 years,99,19,410
13319,"White, non-Hispanic",65-84 years,78,10,351
13321,"White, non-Hispanic",65-84 years,243,42,864
15001,"White, non-Hispanic",65-84 years,1632,247,4123
15003,"White, non-Hispanic",65-84 years,2305,290,6627
15007,"White, non-Hispanic",65-84 years,385,50,1243
15009,"White, non-Hispanic",65-84 years,773,123,2735
16001,"White, non-Hispanic",65-84 years,4118,471,14141
16003,"White, non-Hispanic",65-84 years,51,8,282
16005,"White, non-Hispanic",65-84 years,562,92,2713
16007,"White, non-Hispanic",65-84 years,49,10,252
16009,"White, non-Hispanic",65-84 years,104,17,470
16011,"White, non-Hispanic",65-84 years,304,54,1427
16013,"White, non-Hispanic",65-84 years,193,28,858
16015,"White, non-Hispanic",65-84 years,104,14,439
16017,"White, non-Hispanic",65-84 years,521,75,2370
16019,"White, non-Hispanic",65-84 years,752,107,3224
16021,"White, non-Hispanic",65-84 years,121,19,563
16023,"White, non-Hispanic",65-84 years,39,6,129
16025,"White, non-Hispanic",65-84 years,14,2,52
16027,"White, non-Hispanic",65-84 years,2544,299,7145
16029,"White, non-Hispanic",65-84 years,43,7,243
16031,"White, non-Hispanic",65-84 years,169,22,704
16035,"White, non-Hispanic",65-84 years,132,12,448
16037,"White, non-Hispanic",65-84 years,71,11,262
16039,"White, non-Hispanic",65-84 years,307,31,795
16041,"White, non-Hispanic",65-84 years,108,21,418
16043,"White, non-Hispanic",65-84 years,112,16,441
16045,"White, non-Hispanic",65-84 years,211,26,873
16047,"White, non-Hispanic",65-84 years,228,22,574
16049,"White, non-Hispanic",65-84 years,267,38,953
16051,"White, non-Hispanic",65-84 years,210,33,748
16053,"White, non-Hispanic",65-84 years,177,22,678
16055,"White, non-Hispanic",65-84 years,1727,237,6704
16057,"White, non-Hispanic",65-84 years,258,30,1041
16059,"White, non-Hispanic",65-84 years,138,16,454
16061,"White, non-Hispanic",65-84 years,61,8,196
16063,"White, non-Hispanic",65-84 years,43,7,156
16065,"White, non-Hispanic",65-84 years,182,29,756
16067,"White, non-Hispanic",65-84 years,179,25,679
16069,"White, non-Hispanic",65-84 years,431,63,1593
16071,"White, non-Hispanic",65-84 years,34,6,197
16073,"White, non-Hispanic",65-84 years,168,22,447
16075,"White, non-Hispanic",65-84 years,293,36,945
16077,"White, non-Hispanic",65-84 years,61,11,276
16079,"White, non-Hispanic",65-84 years,227,19,619
16081,"White, non-Hispanic",65-84 years,73,13,302
16083,"White, non-Hispanic",65-84 years,680,89,2798
16085,"White, non-Hispanic",65-84 years,114,15,577
16087,"White, non-Hispanic",65-84 years,133,13,551
17001,"White, non-Hispanic",65-84 years,681,92,2462
17003,"White, non-Hispanic",65-84 years,76,12,254
17005,"White, non-Hispanic",65-84 years,180,26,679
17007,"White, non-Hispanic",65-84 years,408,64,1670
17009,"White, non-Hispanic",65-84 years,49,7,202
17011,"White, non-Hispanic",65-84 years,423,58,1385
17013,"White, non-Hispanic",65-84 years,83,8,222
17015,"White, non-Hispanic",65-84 years,174,24,815
17017,"White, non-Hispanic",65-84 years,153,26,510
17019,"White, non-Hispanic",65-84 years,1219,235,4832
17021,"White, non-Hispanic",65-84 years,372,64,1495
17023,"White, non-Hispanic",65-84 years,194,21,630
17025,"White, non-Hispanic",65-84 years,195,29,570
17027,"White, non-Hispanic",65-84 years,371,49,1349
17029,"White, non-Hispanic",65-84 years,619,62,1724
17031,"White, non-Hispanic",65-84 years,29586,4555,98584
17033,"White, non-Hispanic",65-84 years,221,27,751
17035,"White, non-Hispanic",65-84 years,166,22,449
17037,"White, non-Hispanic",65-84 years,712,101,2573
17039,"White, non-Hispanic",65-84 years,160,25,623
17041,"White, non-Hispanic",65-84 years,163,29,715
17043,"White, non-Hispanic",65-84 years,6239,882,21285
17045,"White, non-Hispanic",65-84 years,195,32,812
17047,"White, non-Hispanic",65-84 years,105,17,295
17049,"White, non-Hispanic",65-84 years,432,33,1221
17051,"White, non-Hispanic",65-84 years,277,28,893
17053,"White, non-Hispanic",65-84 years,88,15,503
17055,"White, non-Hispanic",65-84 years,481,71,1723
17057,"White, non-Hispanic",65-84 years,381,58,1455
17059,"White, non-Hispanic",65-84 years,101,9,274
17061,"White, non-Hispanic",65-84 years,185,19,516
17063,"White, non-Hispanic",65-84 years,423,65,1529
17065,"White, non-Hispanic",65-84 years,88,13,359
17067,"White, non-Hispanic",65-84 years,272,32,827
17069,"White, non-Hispanic",65-84 years,71,10,230
17071,"White, non-Hispanic",65-84 years,102,12,339
17073,"White, non-Hispanic",65-84 years,629,80,2068
17075,"White, non-Hispanic",65-84 years,258,38,1186
17077,"White, non-Hispanic",65-84 years,597,88,1674
17079,"White, non-Hispanic",65-84 years,128,12,389
17081,"White, non-Hispanic",65-84 years,433,69,1414
17083,"White, non-Hispanic",65-84 years,311,32,869
17085,"White, non-Hispanic",65-84 years,288,43,1233
17087,"White, non-Hispanic",65-84 years,208,30,631
17089,"White, non-Hispanic",65-84 years,3775,597,12795
17091,"White, non-Hispanic",65-84 years,918,121,3556
17093,"White, non-Hispanic",65-84 years,656,90,2518
17095,"White, non-Hispanic",65-84 years,671,93,2170
17097,"White, non-Hispanic",65-84 years,5179,714,16915
17099,"White, non-Hispanic",65-84 years,1404,170,4293
17101,"White, non-Hispanic",65-84 years,186,24,600
17103,"White, non-Hispanic",65-84 years,413,50,1306
17105,"White, non-Hispanic",65-84 years,410,52,1408
17107,"White, non-Hispanic",65-84 years,259,44,1086
17109,"White, non-Hispanic",65-84 years,321,48,969
17111,"White, non-Hispanic",65-84 years,2634,336,8961
17113,"White, non-Hispanic",65-84 years,1071,158,4386
17115,"White, non-Hispanic",65-84 years,1037,141,4217
17117,"White, non-Hispanic",65-84 years,539,78,2012
17119,"White, non-Hispanic",65-84 years,2484,369,9889
17121,"White, non-Hispanic",65-84 years,369,60,1561
17123,"White, non-Hispanic",65-84 years,126,19,541
17125,"White, non-Hispanic",65-84 years,182,26,609
17127,"White, non-Hispanic",65-84 years,112,13,595
17129,"White, non-Hispanic",65-84 years,112,17,495
17131,"White, non-Hispanic",65-84 years,222,25,665
17133,"White, non-Hispanic",65-84 years,325,46,1266
17135,"White, non-Hispanic",65-84 years,367,43,1222
17137,"White, non-Hispanic",65-84 years,370,60,1378
17139,"White, non-Hispanic",65-84 years,159,21,534
17141,"White, non-Hispanic",65-84 years,676,69,1943
17143,"White, non-Hispanic",65-84 years,1376,211,5398
17145,"White, non-Hispanic",65-84 years,316,46,890
17147,"White, non-Hispanic",65-84 years,143,24,652
17149,"White, non-Hispanic",65-84 years,211,26,662
17151,"White, non-Hispanic",65-84 years,72,8,243
17153,"White, non-Hispanic",65-84 years,65,10,231
17155,"White, non-Hispanic",65-84 years,78,10,265
17157,"White, non-Hispanic",65-84 years,347,50,1214
17159,"White, non-Hispanic",65-84 years,132,18,628
17161,"White, non-Hispanic",65-84 years,1571,189,5514
17163,"White, non-Hispanic",65-84 years,2012,361,7718
17165,"White, non-Hispanic",65-84 years,357,35,1025
17167,"White, non-Hispanic",65-84 years,1744,282,6580
17169,"White, non-Hispanic",65-84 years,95,12,327
17171,"White, non-Hispanic",65-84 years,47,7,208
17173,"White, non-Hispanic",65-84 years,343,41,983
17175,"White, non-Hispanic",65-84 years,70,7,237
17177,"White, non-Hispanic",65-84 years,490,73,1996
17179,"White, non-Hispanic",65-84 years,1407,173,4898
17181,"White, non-Hispanic",65-84 years,261,41,767
17183,"White, non-Hispanic",65-84 years,821,163,3173
17185,"White, non-Hispanic",65-84 years,187,17,503
17187,"White, non-Hispanic",65-84 years,217,35,659
17189,"White, non-Hispanic",65-84 years,200,22,577
17191,"White, non-Hispanic",65-84 years,256,31,735
17193,"White, non-Hispanic",65-84 years,157,25,606
17195,"White, non-Hispanic",65-84 years,571,66,2286
17197,"White, non-Hispanic",65-84 years,4856,727,16578
17199,"White, non-Hispanic",65-84 years,862,130,2704
17201,"White, non-Hispanic",65-84 years,2413,346,9522
17203,"White, non-Hispanic",65-84 years,278,44,1266
18001,"White, non-Hispanic",65-84 years,384,55,1276
18003,"White, non-Hispanic",65-84 years,3212,439,11444
18005,"White, non-Hispanic",65-84 years,813,100,2789
18007,"White, non-Hispanic",65-84 years,85,11,321
18009,"White, non-Hispanic",65-84 years,204,22,606
18011,"White, non-Hispanic",65-84 years,533,71,1811
18013,"White, non-Hispanic",65-84 years,204,27,885
18015,"White, non-Hispanic",65-84 years,200,31,868
18017,"White, non-Hispanic",65-84 years,545,56,1460
18019,"White, non-Hispanic",65-84 years,1077,158,4427
18021,"White, non-Hispanic",65-84 years,189,26,1070
18023,"White, non-Hispanic",65-84 years,277,49,1198
18025,"White, non-Hispanic",65-84 years,100,16,517
18027,"White, non-Hispanic",65-84 years,281,45,1156
18029,"White, non-Hispanic",65-84 years,485,63,2109
18031,"White, non-Hispanic",65-84 years,343,34,998
18033,"White, non-Hispanic",65-84 years,497,63,1563
18035,"White, non-Hispanic",65-84 years,1183,127,4261
18037,"White, non-Hispanic",65-84 years,410,59,1631
18039,"White, non-Hispanic",65-84 years,1550,229,6417
18041,"White, non-Hispanic",65-84 years,355,51,1183
18043,"White, non-Hispanic",65-84 years,678,92,2870
18045,"White, non-Hispanic",65-84 years,158,28,725
18047,"White, non-Hispanic",65-84 years,353,55,1023
18049,"White, non-Hispanic",65-84 years,317,31,874
18051,"White, non-Hispanic",65-84 years,313,43,1229
18053,"White, non-Hispanic",65-84 years,1067,85,2966
18055,"White, non-Hispanic",65-84 years,365,56,1392
18057,"White, non-Hispanic",65-84 years,1941,225,7649
18059,"White, non-Hispanic",65-84 years,774,106,2749
18061,"White, non-Hispanic",65-84 years,347,54,1605
18063,"White, non-Hispanic",65-84 years,1422,208,4967
18065,"White, non-Hispanic",65-84 years,457,57,2201
18067,"White, non-Hispanic",65-84 years,1070,114,3536
18069,"White, non-Hispanic",65-84 years,412,55,1414
18071,"White, non-Hispanic",65-84 years,569,80,1751
18073,"White, non-Hispanic",65-84 years,252,41,1225
18075,"White, non-Hispanic",65-84 years,261,29,869
18077,"White, non-Hispanic",65-84 years,294,48,1408
18079,"White, non-Hispanic",65-84 years,249,36,1097
18081,"White, non-Hispanic",65-84 years,1394,162,4972
18083,"White, non-Hispanic",65-84 years,420,61,1403
18085,"White, non-Hispanic",65-84 years,847,105,2968
18087,"White, non-Hispanic",65-84 years,300,36,1286
18089,"White, non-Hispanic",65-84 years,3531,567,14538
18091,"White, non-Hispanic",65-84 years,1238,156,4290
18093,"White, non-Hispanic",65-84 years,579,73,2089
18095,"White, non-Hispanic",65-84 years,1771,184,5494
18097,"White, non-Hispanic",65-84 years,6342,878,22609
18099,"White, non-Hispanic",65-84 years,342,53,1721
18101,"White, non-Hispanic",65-84 years,89,12,463
18103,"White, non-Hispanic",65-84 years,553,53,1501
18105,"White, non-Hispanic",65-84 years,836,132,3989
18107,"White, non-Hispanic",65-84 years,405,75,1519
18109,"White, non-Hispanic",65-84 years,615,93,2846
18111,"White, non-Hispanic",65-84 years,140,19,596
18113,"White, non-Hispanic",65-84 years,439,73,1697
18115,"White, non-Hispanic",65-84 years,71,9,319
18117,"White, non-Hispanic",65-84 years,214,30,927
18119,"White, non-Hispanic",65-84 years,215,37,1009
18121,"White, non-Hispanic",65-84 years,150,21,737
18123,"White, non-Hispanic",65-84 years,206,30,813
18125,"White, non-Hispanic",65-84 years,146,19,542
18127,"White, non-Hispanic",65-84 years,1205,201,5720
18129,"White, non-Hispanic",65-84 years,226,38,1040
18131,"White, non-Hispanic",65-84 years,120,18,544
18133,"White, non-Hispanic",65-84 years,295,46,1344
18135,"White, non-Hispanic",65-84 years,356,35,1164
18137,"White, non-Hispanic",65-84 years,439,67,1157
18139,"White, non-Hispanic",65-84 years,140,24,703
18141,"White, non-Hispanic",65-84 years,2541,309,8167
18143,"White, non-Hispanic",65-84 years,225,31,964
18145,"White, non-Hispanic",65-84 years,531,63,1842
18147,"White, non-Hispanic",65-84 years,186,32,851
18149,"White, non-Hispanic",65-84 years,190,30,994
18151,"White, non-Hispanic",65-84 years,420,53,1542
18153,"White, non-Hispanic",65-84 years,268,38,862
18155,"White, non-Hispanic",65-84 years,115,24,450
18157,"White, non-Hispanic",65-84 years,1175,151,4475
18159,"White, non-Hispanic",65-84 years,182,28,704
18161,"White, non-Hispanic",65-84 years,94,13,309
18163,"White, non-Hispanic",65-84 years,1804,275,6696
18165,"White, non-Hispanic",65-84 years,162,20,688
18167,"White, non-Hispanic",65-84 years,877,100,3649
18169,"White, non-Hispanic",65-84 years,495,37,1328
18171,"White, non-Hispanic",65-84 years,105,12,368
18173,"White, non-Hispanic",65-84 years,663,107,2105
18175,"White, non-Hispanic",65-84 years,269,37,1181
18177,"White, non-Hispanic",65-84 years,921,134,2894
18179,"White, non-Hispanic",65-84 years,307,37,1111
18181,"White, non-Hispanic",65-84 years,231,33,1070
18183,"White, non-Hispanic",65-84 years,333,47,1355
19001,"White, non-Hispanic",65-84 years,84,14,308
19003,"White, non-Hispanic",65-84 years,33,4,169
19005,"White, non-Hispanic",65-84 years,147,19,600
19007,"White, non-Hispanic",65-84 years,199,27,574
19009,"White, non-Hispanic",65-84 years,112,11,267
19011,"White, non-Hispanic",65-84 years,308,45,911
19013,"White, non-Hispanic",65-84 years,1561,189,4192
19015,"White, non-Hispanic",65-84 years,314,42,965
19017,"White, non-Hispanic",65-84 years,294,38,839
19019,"White, non-Hispanic",65-84 years,222,35,729
19021,"White, non-Hispanic",65-84 years,174,23,620
19023,"White, non-Hispanic",65-84 years,198,24,594
19025,"White, non-Hispanic",65-84 years,150,18,427
19027,"White, non-Hispanic",65-84 years,222,36,783
19029,"White, non-Hispanic",65-84 years,216,23,570
19031,"White, non-Hispanic",65-84 years,260,30,696
19033,"White, non-Hispanic",65-84 years,432,53,1690
19035,"White, non-Hispanic",65-84 years,82,13,485
19037,"White, non-Hispanic",65-84 years,159,13,484
19039,"White, non-Hispanic",65-84 years,126,20,367
19041,"White, non-Hispanic",65-84 years,181,22,624
19043,"White, non-Hispanic",65-84 years,187,28,762
19045,"White, non-Hispanic",65-84 years,576,68,1909
19047,"White, non-Hispanic",65-84 years,226,20,594
19049,"White, non-Hispanic",65-84 years,715,87,2217
19051,"White, non-Hispanic",65-84 years,112,18,343
19053,"White, non-Hispanic",65-84 years,97,13,320
19055,"White, non-Hispanic",65-84 years,265,32,683
19057,"White, non-Hispanic",65-84 years,637,73,1643
19059,"White, non-Hispanic",65-84 years,211,26,832
19061,"White, non-Hispanic",65-84 years,843,110,3338
19063,"White, non-Hispanic",65-84 years,112,14,380
19065,"White, non-Hispanic",65-84 years,228,34,793
19067,"White, non-Hispanic",65-84 years,158,22,634
19069,"White, non-Hispanic",65-84 years,153,19,425
19071,"White, non-Hispanic",65-84 years,65,10,288
19073,"White, non-Hispanic",65-84 years,131,15,380
19075,"White, non-Hispanic",65-84 years,179,19,471
19077,"White, non-Hispanic",65-84 years,158,23,462
19079,"White, non-Hispanic",65-84 years,145,18,555
19081,"White, non-Hispanic",65-84 years,109,14,452
19083,"White, non-Hispanic",65-84 years,259,35,689
19085,"White, non-Hispanic",65-84 years,192,17,549
19087,"White, non-Hispanic",65-84 years,305,37,796
19089,"White, non-Hispanic",65-84 years,87,10,361
19091,"White, non-Hispanic",65-84 years,94,14,371
19093,"White, non-Hispanic",65-84 years,73,11,270
19095,"White, non-Hispanic",65-84 years,191,26,580
19097,"White, non-Hispanic",65-84 years,225,28,849
19099,"White, non-Hispanic",65-84 years,488,71,1398
19101,"White, non-Hispanic",65-84 years,227,31,755
19103,"White, non-Hispanic",65-84 years,828,100,3179
19105,"White, non-Hispanic",65-84 years,228,48,858
19107,"White, non-Hispanic",65-84 years,147,18,437
19109,"White, non-Hispanic",65-84 years,180,18,623
19111,"White, non-Hispanic",65-84 years,543,63,1454
19113,"White, non-Hispanic",65-84 years,2515,293,6920
19115,"White, non-Hispanic",65-84 years,174,17,431
19117,"White, non-Hispanic",65-84 years,145,21,384
19119,"White, non-Hispanic",65-84 years,134,11,391
19121,"White, non-Hispanic",65-84 years,148,13,564
19123,"White, non-Hispanic",65-84 years,211,24,774
19125,"White, non-Hispanic",65-84 years,316,34,1156
