fips,race,age,dr_cases,vtdr_cases,dm_pop
29019,"Hispanic, any race",40-64 years,66,16,246
29021,"Hispanic, any race",40-64 years,63,13,306
29023,"Hispanic, any race",40-64 years,12,2,37
29027,"Hispanic, any race",40-64 years,14,2,39
29029,"Hispanic, any race",40-64 years,22,4,73
29031,"Hispanic, any race",40-64 years,19,4,79
29037,"Hispanic, any race",40-64 years,61,15,251
29043,"Hispanic, any race",40-64 years,43,10,150
29047,"Hispanic, any race",40-64 years,245,63,999
29051,"Hispanic, any race",40-64 years,39,5,101
29055,"Hispanic, any race",40-64 years,12,3,32
29069,"Hispanic, any race",40-64 years,35,8,104
29071,"Hispanic, any race",40-64 years,39,9,104
29077,"Hispanic, any race",40-64 years,138,31,473
29091,"Hispanic, any race",40-64 years,8,2,40
29095,"Hispanic, any race",40-64 years,941,256,3618
29097,"Hispanic, any race",40-64 years,108,19,445
29099,"Hispanic, any race",40-64 years,70,17,250
29101,"Hispanic, any race",40-64 years,29,4,73
29105,"Hispanic, any race",40-64 years,13,3,47
29107,"Hispanic, any race",40-64 years,14,3,51
29109,"Hispanic, any race",40-64 years,34,7,132
29113,"Hispanic, any race",40-64 years,25,5,74
29119,"Hispanic, any race",40-64 years,34,8,147
29135,"Hispanic, any race",40-64 years,14,2,43
29145,"Hispanic, any race",40-64 years,44,9,160
29159,"Hispanic, any race",40-64 years,55,11,187
29161,"Hispanic, any race",40-64 years,20,5,53
29165,"Hispanic, any race",40-64 years,90,23,349
29167,"Hispanic, any race",40-64 years,11,2,37
29169,"Hispanic, any race",40-64 years,70,13,175
29177,"Hispanic, any race",40-64 years,11,2,33
29183,"Hispanic, any race",40-64 years,236,51,644
29187,"Hispanic, any race",40-64 years,13,3,58
29189,"Hispanic, any race",40-64 years,428,105,1400
29195,"Hispanic, any race",40-64 years,36,8,154
29201,"Hispanic, any race",40-64 years,12,3,43
29209,"Hispanic, any race",40-64 years,11,2,42
29211,"Hispanic, any race",40-64 years,19,5,76
29213,"Hispanic, any race",40-64 years,55,8,168
29215,"Hispanic, any race",40-64 years,7,1,30
29219,"Hispanic, any race",40-64 years,24,5,59
29225,"Hispanic, any race",40-64 years,12,3,46
29510,"Hispanic, any race",40-64 years,191,53,744
30003,"Hispanic, any race",40-64 years,16,4,44
30013,"Hispanic, any race",40-64 years,27,6,117
30029,"Hispanic, any race",40-64 years,34,9,139
30031,"Hispanic, any race",40-64 years,42,11,157
30047,"Hispanic, any race",40-64 years,16,3,63
30049,"Hispanic, any race",40-64 years,21,5,83
30053,"Hispanic, any race",40-64 years,7,2,35
30063,"Hispanic, any race",40-64 years,29,7,120
30081,"Hispanic, any race",40-64 years,16,4,72
30093,"Hispanic, any race",40-64 years,16,3,68
30111,"Hispanic, any race",40-64 years,84,20,323
31001,"Hispanic, any race",40-64 years,26,6,130
31013,"Hispanic, any race",40-64 years,19,6,54
31019,"Hispanic, any race",40-64 years,46,11,158
31025,"Hispanic, any race",40-64 years,13,4,41
31029,"Hispanic, any race",40-64 years,8,2,30
31033,"Hispanic, any race",40-64 years,12,3,28
31037,"Hispanic, any race",40-64 years,68,15,253
31039,"Hispanic, any race",40-64 years,8,2,39
31043,"Hispanic, any race",40-64 years,163,42,443
31047,"Hispanic, any race",40-64 years,126,32,448
31051,"Hispanic, any race",40-64 years,13,4,40
31053,"Hispanic, any race",40-64 years,59,12,217
31055,"Hispanic, any race",40-64 years,1011,224,3107
31079,"Hispanic, any race",40-64 years,259,64,861
31097,"Hispanic, any race",40-64 years,9,2,31
31109,"Hispanic, any race",40-64 years,231,52,810
31111,"Hispanic, any race",40-64 years,31,8,122
31119,"Hispanic, any race",40-64 years,55,11,224
31123,"Hispanic, any race",40-64 years,10,2,36
31131,"Hispanic, any race",40-64 years,19,3,54
31141,"Hispanic, any race",40-64 years,97,19,293
31151,"Hispanic, any race",40-64 years,46,9,175
31153,"Hispanic, any race",40-64 years,238,56,784
31157,"Hispanic, any race",40-64 years,127,28,412
32001,"Hispanic, any race",40-64 years,35,10,151
32003,"Hispanic, any race",40-64 years,9459,2525,41854
32005,"Hispanic, any race",40-64 years,96,23,341
32007,"Hispanic, any race",40-64 years,164,50,667
32013,"Hispanic, any race",40-64 years,62,21,239
32015,"Hispanic, any race",40-64 years,20,5,67
32019,"Hispanic, any race",40-64 years,152,39,583
32021,"Hispanic, any race",40-64 years,6,2,30
32023,"Hispanic, any race",40-64 years,110,26,503
32027,"Hispanic, any race",40-64 years,26,8,104
32031,"Hispanic, any race",40-64 years,1366,374,5566
32033,"Hispanic, any race",40-64 years,14,4,74
32510,"Hispanic, any race",40-64 years,192,44,710
33001,"Hispanic, any race",40-64 years,24,3,59
33003,"Hispanic, any race",40-64 years,15,2,38
33005,"Hispanic, any race",40-64 years,17,3,62
33007,"Hispanic, any race",40-64 years,9,2,31
33009,"Hispanic, any race",40-64 years,24,5,80
33011,"Hispanic, any race",40-64 years,477,98,1455
33013,"Hispanic, any race",40-64 years,46,10,163
33015,"Hispanic, any race",40-64 years,162,38,536
33017,"Hispanic, any race",40-64 years,43,10,167
33019,"Hispanic, any race",40-64 years,8,3,37
34001,"Hispanic, any race",40-64 years,845,256,3312
34003,"Hispanic, any race",40-64 years,3157,733,11218
34005,"Hispanic, any race",40-64 years,602,151,2154
34007,"Hispanic, any race",40-64 years,1455,386,4999
34009,"Hispanic, any race",40-64 years,81,23,337
34011,"Hispanic, any race",40-64 years,935,242,3227
34013,"Hispanic, any race",40-64 years,4238,1115,13660
34015,"Hispanic, any race",40-64 years,304,74,1094
34017,"Hispanic, any race",40-64 years,6251,1843,22791
34019,"Hispanic, any race",40-64 years,127,33,447
34021,"Hispanic, any race",40-64 years,1143,271,4007
34023,"Hispanic, any race",40-64 years,3328,726,11309
34025,"Hispanic, any race",40-64 years,826,208,3548
34027,"Hispanic, any race",40-64 years,1239,291,3844
34029,"Hispanic, any race",40-64 years,887,215,3233
34031,"Hispanic, any race",40-64 years,4959,1301,15079
34033,"Hispanic, any race",40-64 years,79,22,341
34035,"Hispanic, any race",40-64 years,831,203,2896
34037,"Hispanic, any race",40-64 years,234,64,818
34039,"Hispanic, any race",40-64 years,4496,962,12643
34041,"Hispanic, any race",40-64 years,190,52,674
35001,"Hispanic, any race",40-64 years,5335,1350,18508
35003,"Hispanic, any race",40-64 years,17,3,49
35005,"Hispanic, any race",40-64 years,517,153,2454
35006,"Hispanic, any race",40-64 years,270,72,793
35007,"Hispanic, any race",40-64 years,81,21,419
35009,"Hispanic, any race",40-64 years,318,73,1173
35011,"Hispanic, any race",40-64 years,15,4,54
35013,"Hispanic, any race",40-64 years,2718,644,9033
35015,"Hispanic, any race",40-64 years,412,124,1974
35017,"Hispanic, any race",40-64 years,250,59,840
35019,"Hispanic, any race",40-64 years,80,20,294
35023,"Hispanic, any race",40-64 years,54,12,183
35025,"Hispanic, any race",40-64 years,701,224,2728
35027,"Hispanic, any race",40-64 years,111,34,443
35028,"Hispanic, any race",40-64 years,28,7,136
35029,"Hispanic, any race",40-64 years,331,85,1165
35031,"Hispanic, any race",40-64 years,301,71,795
35033,"Hispanic, any race",40-64 years,122,18,330
35035,"Hispanic, any race",40-64 years,398,92,1633
35037,"Hispanic, any race",40-64 years,104,22,276
35039,"Hispanic, any race",40-64 years,606,191,2477
35041,"Hispanic, any race",40-64 years,131,36,463
35043,"Hispanic, any race",40-64 years,991,289,3554
35045,"Hispanic, any race",40-64 years,511,143,1477
35047,"Hispanic, any race",40-64 years,743,142,2033
35049,"Hispanic, any race",40-64 years,962,266,4463
35051,"Hispanic, any race",40-64 years,60,14,243
35053,"Hispanic, any race",40-64 years,185,55,640
35055,"Hispanic, any race",40-64 years,407,128,1399
35057,"Hispanic, any race",40-64 years,131,39,476
35059,"Hispanic, any race",40-64 years,37,9,103
35061,"Hispanic, any race",40-64 years,1017,289,3638
36001,"Hispanic, any race",40-64 years,228,55,778
36003,"Hispanic, any race",40-64 years,7,2,34
36005,"Hispanic, any race",40-64 years,19902,4980,68734
36007,"Hispanic, any race",40-64 years,63,18,330
36009,"Hispanic, any race",40-64 years,16,4,74
36011,"Hispanic, any race",40-64 years,40,13,116
36013,"Hispanic, any race",40-64 years,150,36,486
36015,"Hispanic, any race",40-64 years,30,7,126
36017,"Hispanic, any race",40-64 years,20,4,60
36019,"Hispanic, any race",40-64 years,26,7,114
36021,"Hispanic, any race",40-64 years,53,11,163
36023,"Hispanic, any race",40-64 years,13,3,47
36025,"Hispanic, any race",40-64 years,28,6,98
36027,"Hispanic, any race",40-64 years,517,128,2141
36029,"Hispanic, any race",40-64 years,650,162,2365
36031,"Hispanic, any race",40-64 years,16,5,60
36033,"Hispanic, any race",40-64 years,22,7,89
36035,"Hispanic, any race",40-64 years,18,5,83
36037,"Hispanic, any race",40-64 years,26,7,93
36039,"Hispanic, any race",40-64 years,68,13,172
36043,"Hispanic, any race",40-64 years,21,6,67
36045,"Hispanic, any race",40-64 years,80,12,218
36047,"Hispanic, any race",40-64 years,10513,2336,34681
36051,"Hispanic, any race",40-64 years,27,7,105
36053,"Hispanic, any race",40-64 years,20,5,67
36055,"Hispanic, any race",40-64 years,777,218,3159
36057,"Hispanic, any race",40-64 years,97,32,341
36059,"Hispanic, any race",40-64 years,3295,766,12858
36061,"Hispanic, any race",40-64 years,5590,1203,24152
36063,"Hispanic, any race",40-64 years,88,25,345
36065,"Hispanic, any race",40-64 years,186,48,654
36067,"Hispanic, any race",40-64 years,261,65,959
36069,"Hispanic, any race",40-64 years,63,18,231
36071,"Hispanic, any race",40-64 years,1535,373,5064
36073,"Hispanic, any race",40-64 years,23,5,96
36075,"Hispanic, any race",40-64 years,40,9,136
36077,"Hispanic, any race",40-64 years,25,6,84
36079,"Hispanic, any race",40-64 years,279,67,932
36081,"Hispanic, any race",40-64 years,14988,3456,50580
36083,"Hispanic, any race",40-64 years,121,29,335
36085,"Hispanic, any race",40-64 years,1496,378,5193
36087,"Hispanic, any race",40-64 years,1126,268,3362
36089,"Hispanic, any race",40-64 years,28,8,127
36091,"Hispanic, any race",40-64 years,108,24,372
36093,"Hispanic, any race",40-64 years,131,34,504
36095,"Hispanic, any race",40-64 years,22,6,55
36099,"Hispanic, any race",40-64 years,16,4,65
36101,"Hispanic, any race",40-64 years,21,5,78
36103,"Hispanic, any race",40-64 years,4453,1039,16500
36105,"Hispanic, any race",40-64 years,219,53,780
36107,"Hispanic, any race",40-64 years,11,2,47
36109,"Hispanic, any race",40-64 years,61,10,165
36111,"Hispanic, any race",40-64 years,284,69,1024
36113,"Hispanic, any race",40-64 years,27,6,87
36115,"Hispanic, any race",40-64 years,30,7,97
36117,"Hispanic, any race",40-64 years,53,18,223
36119,"Hispanic, any race",40-64 years,3754,884,13805
36121,"Hispanic, any race",40-64 years,25,6,96
37001,"Hispanic, any race",40-64 years,337,82,1241
37003,"Hispanic, any race",40-64 years,24,6,95
37005,"Hispanic, any race",40-64 years,20,3,63
37007,"Hispanic, any race",40-64 years,17,5,55
37009,"Hispanic, any race",40-64 years,32,5,77
37011,"Hispanic, any race",40-64 years,11,3,46
37013,"Hispanic, any race",40-64 years,72,15,217
37017,"Hispanic, any race",40-64 years,40,9,144
37019,"Hispanic, any race",40-64 years,123,23,401
37021,"Hispanic, any race",40-64 years,233,51,866
37023,"Hispanic, any race",40-64 years,68,19,324
37025,"Hispanic, any race",40-64 years,316,63,1253
37027,"Hispanic, any race",40-64 years,63,18,308
37031,"Hispanic, any race",40-64 years,33,9,163
37033,"Hispanic, any race",40-64 years,18,4,64
37035,"Hispanic, any race",40-64 years,182,48,909
37037,"Hispanic, any race",40-64 years,118,34,432
37039,"Hispanic, any race",40-64 years,18,5,76
37045,"Hispanic, any race",40-64 years,61,16,236
37047,"Hispanic, any race",40-64 years,48,9,154
37049,"Hispanic, any race",40-64 years,88,19,282
37051,"Hispanic, any race",40-64 years,531,124,1944
37053,"Hispanic, any race",40-64 years,20,4,73
37055,"Hispanic, any race",40-64 years,33,9,128
37057,"Hispanic, any race",40-64 years,192,53,702
37059,"Hispanic, any race",40-64 years,55,11,160
37061,"Hispanic, any race",40-64 years,237,55,714
37063,"Hispanic, any race",40-64 years,623,176,2274
37065,"Hispanic, any race",40-64 years,55,12,175
37067,"Hispanic, any race",40-64 years,885,235,2508
37069,"Hispanic, any race",40-64 years,129,31,388
37071,"Hispanic, any race",40-64 years,328,63,1133
37077,"Hispanic, any race",40-64 years,112,33,324
37079,"Hispanic, any race",40-64 years,82,13,193
37081,"Hispanic, any race",40-64 years,726,190,2371
37083,"Hispanic, any race",40-64 years,33,9,101
37085,"Hispanic, any race",40-64 years,336,89,881
37087,"Hispanic, any race",40-64 years,31,6,139
37089,"Hispanic, any race",40-64 years,151,39,617
37091,"Hispanic, any race",40-64 years,10,3,54
37093,"Hispanic, any race",40-64 years,129,31,448
37095,"Hispanic, any race",40-64 years,10,2,33
37097,"Hispanic, any race",40-64 years,243,53,859
37099,"Hispanic, any race",40-64 years,27,9,111
37101,"Hispanic, any race",40-64 years,516,116,1762
37105,"Hispanic, any race",40-64 years,187,43,762
37107,"Hispanic, any race",40-64 years,115,17,278
37109,"Hispanic, any race",40-64 years,107,29,443
37111,"Hispanic, any race",40-64 years,28,7,139
37113,"Hispanic, any race",40-64 years,29,8,134
37115,"Hispanic, any race",40-64 years,7,1,35
37117,"Hispanic, any race",40-64 years,22,5,64
37119,"Hispanic, any race",40-64 years,2771,678,8447
37121,"Hispanic, any race",40-64 years,12,3,49
37123,"Hispanic, any race",40-64 years,62,13,192
37125,"Hispanic, any race",40-64 years,80,19,321
37127,"Hispanic, any race",40-64 years,104,27,400
37129,"Hispanic, any race",40-64 years,143,31,564
37133,"Hispanic, any race",40-64 years,212,59,741
37135,"Hispanic, any race",40-64 years,169,42,539
37137,"Hispanic, any race",40-64 years,11,3,36
37139,"Hispanic, any race",40-64 years,42,11,151
37141,"Hispanic, any race",40-64 years,64,18,227
37145,"Hispanic, any race",40-64 years,52,11,119
37147,"Hispanic, any race",40-64 years,165,36,567
37149,"Hispanic, any race",40-64 years,18,5,68
37151,"Hispanic, any race",40-64 years,246,53,970
37153,"Hispanic, any race",40-64 years,38,8,182
37155,"Hispanic, any race",40-64 years,190,39,618
37157,"Hispanic, any race",40-64 years,104,24,348
37159,"Hispanic, any race",40-64 years,203,46,783
37161,"Hispanic, any race",40-64 years,60,20,194
37163,"Hispanic, any race",40-64 years,190,52,699
37165,"Hispanic, any race",40-64 years,17,4,69
37167,"Hispanic, any race",40-64 years,39,6,134
37169,"Hispanic, any race",40-64 years,29,8,83
37171,"Hispanic, any race",40-64 years,122,23,401
37173,"Hispanic, any race",40-64 years,14,4,46
37175,"Hispanic, any race",40-64 years,11,3,54
37179,"Hispanic, any race",40-64 years,537,119,1493
37181,"Hispanic, any race",40-64 years,79,19,211
37183,"Hispanic, any race",40-64 years,1667,439,5699
37185,"Hispanic, any race",40-64 years,22,4,54
37187,"Hispanic, any race",40-64 years,14,3,38
37189,"Hispanic, any race",40-64 years,24,5,112
37191,"Hispanic, any race",40-64 years,301,76,783
37193,"Hispanic, any race",40-64 years,49,10,226
37195,"Hispanic, any race",40-64 years,116,30,497
37197,"Hispanic, any race",40-64 years,74,18,213
37199,"Hispanic, any race",40-64 years,10,3,40
38015,"Hispanic, any race",40-64 years,20,6,75
38017,"Hispanic, any race",40-64 years,43,9,138
38035,"Hispanic, any race",40-64 years,24,6,79
38053,"Hispanic, any race",40-64 years,18,3,52
38059,"Hispanic, any race",40-64 years,20,4,47
38061,"Hispanic, any race",40-64 years,13,3,34
38089,"Hispanic, any race",40-64 years,21,4,65
38099,"Hispanic, any race",40-64 years,23,4,58
38101,"Hispanic, any race",40-64 years,37,7,107
38105,"Hispanic, any race",40-64 years,42,10,123
39003,"Hispanic, any race",40-64 years,53,10,173
39005,"Hispanic, any race",40-64 years,10,2,36
39007,"Hispanic, any race",40-64 years,67,18,248
39009,"Hispanic, any race",40-64 years,13,3,50
39011,"Hispanic, any race",40-64 years,14,2,42
39013,"Hispanic, any race",40-64 years,15,4,39
39017,"Hispanic, any race",40-64 years,239,51,915
39021,"Hispanic, any race",40-64 years,8,2,36
39023,"Hispanic, any race",40-64 years,50,13,241
39025,"Hispanic, any race",40-64 years,71,20,240
39027,"Hispanic, any race",40-64 years,12,3,43
39029,"Hispanic, any race",40-64 years,24,5,95
39033,"Hispanic, any race",40-64 years,15,3,36
39035,"Hispanic, any race",40-64 years,1401,316,4384
39037,"Hispanic, any race",40-64 years,14,3,39
39039,"Hispanic, any race",40-64 years,72,15,209
39041,"Hispanic, any race",40-64 years,93,18,275
39043,"Hispanic, any race",40-64 years,52,13,182
39045,"Hispanic, any race",40-64 years,65,15,225
39047,"Hispanic, any race",40-64 years,11,2,37
39049,"Hispanic, any race",40-64 years,1039,220,3471
39051,"Hispanic, any race",40-64 years,65,12,201
39055,"Hispanic, any race",40-64 years,22,6,79
39057,"Hispanic, any race",40-64 years,66,14,243
39059,"Hispanic, any race",40-64 years,10,2,31
39061,"Hispanic, any race",40-64 years,434,91,1358
39063,"Hispanic, any race",40-64 years,56,11,218
39069,"Hispanic, any race",40-64 years,40,9,114
39077,"Hispanic, any race",40-64 years,65,14,195
39081,"Hispanic, any race",40-64 years,13,3,48
39083,"Hispanic, any race",40-64 years,14,3,56
39085,"Hispanic, any race",40-64 years,135,34,502
39087,"Hispanic, any race",40-64 years,14,3,36
39089,"Hispanic, any race",40-64 years,57,14,203
39091,"Hispanic, any race",40-64 years,14,3,50
39093,"Hispanic, any race",40-64 years,657,133,1694
39095,"Hispanic, any race",40-64 years,543,98,1583
39097,"Hispanic, any race",40-64 years,15,5,54
39099,"Hispanic, any race",40-64 years,190,51,844
39101,"Hispanic, any race",40-64 years,35,6,99
39103,"Hispanic, any race",40-64 years,61,14,207
39107,"Hispanic, any race",40-64 years,13,2,31
39109,"Hispanic, any race",40-64 years,30,6,97
39113,"Hispanic, any race",40-64 years,281,67,947
39117,"Hispanic, any race",40-64 years,10,2,31
39119,"Hispanic, any race",40-64 years,15,3,57
39123,"Hispanic, any race",40-64 years,32,7,116
39125,"Hispanic, any race",40-64 years,16,3,47
39129,"Hispanic, any race",40-64 years,11,3,50
39133,"Hispanic, any race",40-64 years,35,9,149
39137,"Hispanic, any race",40-64 years,44,7,106
39139,"Hispanic, any race",40-64 years,40,10,134
39141,"Hispanic, any race",40-64 years,15,3,58
39143,"Hispanic, any race",40-64 years,123,23,353
39145,"Hispanic, any race",40-64 years,12,3,50
39147,"Hispanic, any race",40-64 years,43,7,147
39149,"Hispanic, any race",40-64 years,14,3,36
39151,"Hispanic, any race",40-64 years,110,22,402
39153,"Hispanic, any race",40-64 years,196,41,644
39155,"Hispanic, any race",40-64 years,69,14,201
39157,"Hispanic, any race",40-64 years,22,5,91
39159,"Hispanic, any race",40-64 years,29,8,84
39161,"Hispanic, any race",40-64 years,20,3,50
39165,"Hispanic, any race",40-64 years,121,26,415
39167,"Hispanic, any race",40-64 years,7,2,31
39169,"Hispanic, any race",40-64 years,40,8,125
39171,"Hispanic, any race",40-64 years,31,6,84
39173,"Hispanic, any race",40-64 years,119,23,359
39175,"Hispanic, any race",40-64 years,11,2,39
40001,"Hispanic, any race",40-64 years,27,6,76
40005,"Hispanic, any race",40-64 years,6,2,30
40007,"Hispanic, any race",40-64 years,29,6,72
40009,"Hispanic, any race",40-64 years,40,10,154
40011,"Hispanic, any race",40-64 years,23,6,64
40013,"Hispanic, any race",40-64 years,34,9,130
40015,"Hispanic, any race",40-64 years,61,16,203
40017,"Hispanic, any race",40-64 years,235,55,713
40019,"Hispanic, any race",40-64 years,72,15,198
40021,"Hispanic, any race",40-64 years,51,11,161
40023,"Hispanic, any race",40-64 years,10,2,40
40025,"Hispanic, any race",40-64 years,12,3,29
40027,"Hispanic, any race",40-64 years,347,77,1215
40031,"Hispanic, any race",40-64 years,211,53,818
40033,"Hispanic, any race",40-64 years,10,3,30
40035,"Hispanic, any race",40-64 years,9,3,35
40037,"Hispanic, any race",40-64 years,53,13,203
40039,"Hispanic, any race",40-64 years,88,23,240
40041,"Hispanic, any race",40-64 years,23,6,88
40047,"Hispanic, any race",40-64 years,152,27,368
40049,"Hispanic, any race",40-64 years,37,9,129
40051,"Hispanic, any race",40-64 years,45,12,185
40055,"Hispanic, any race",40-64 years,9,2,38
40057,"Hispanic, any race",40-64 years,15,4,48
40059,"Hispanic, any race",40-64 years,12,3,39
40061,"Hispanic, any race",40-64 years,7,2,33
40063,"Hispanic, any race",40-64 years,14,3,41
40065,"Hispanic, any race",40-64 years,83,23,329
40067,"Hispanic, any race",40-64 years,14,3,37
40069,"Hispanic, any race",40-64 years,10,3,34
40071,"Hispanic, any race",40-64 years,58,11,179
40073,"Hispanic, any race",40-64 years,24,7,113
40075,"Hispanic, any race",40-64 years,13,3,56
40079,"Hispanic, any race",40-64 years,44,13,180
40081,"Hispanic, any race",40-64 years,21,5,64
40083,"Hispanic, any race",40-64 years,72,15,216
40085,"Hispanic, any race",40-64 years,34,8,96
40087,"Hispanic, any race",40-64 years,48,12,197
40089,"Hispanic, any race",40-64 years,23,6,91
40091,"Hispanic, any race",40-64 years,10,3,40
40093,"Hispanic, any race",40-64 years,16,2,39
40095,"Hispanic, any race",40-64 years,44,11,165
40097,"Hispanic, any race",40-64 years,31,7,76
40099,"Hispanic, any race",40-64 years,17,3,64
40101,"Hispanic, any race",40-64 years,54,16,245
40107,"Hispanic, any race",40-64 years,11,3,36
40109,"Hispanic, any race",40-64 years,2150,480,6497
40111,"Hispanic, any race",40-64 years,27,6,92
40113,"Hispanic, any race",40-64 years,31,7,108
40115,"Hispanic, any race",40-64 years,19,5,97
40119,"Hispanic, any race",40-64 years,46,9,141
40121,"Hispanic, any race",40-64 years,28,8,119
40123,"Hispanic, any race",40-64 years,36,8,104
40125,"Hispanic, any race",40-64 years,51,13,192
40131,"Hispanic, any race",40-64 years,97,19,258
40133,"Hispanic, any race",40-64 years,26,6,70
40135,"Hispanic, any race",40-64 years,26,6,93
40137,"Hispanic, any race",40-64 years,79,15,183
40139,"Hispanic, any race",40-64 years,198,48,573
40141,"Hispanic, any race",40-64 years,43,11,138
40143,"Hispanic, any race",40-64 years,1244,299,4116
40145,"Hispanic, any race",40-64 years,87,20,308
40147,"Hispanic, any race",40-64 years,39,10,178
40149,"Hispanic, any race",40-64 years,14,4,50
40153,"Hispanic, any race",40-64 years,28,8,130
41003,"Hispanic, any race",40-64 years,60,16,232
41005,"Hispanic, any race",40-64 years,522,125,1654
41007,"Hispanic, any race",40-64 years,37,10,156
41009,"Hispanic, any race",40-64 years,46,10,162
41011,"Hispanic, any race",40-64 years,56,14,215
41013,"Hispanic, any race",40-64 years,26,7,104
41015,"Hispanic, any race",40-64 years,41,7,101
41017,"Hispanic, any race",40-64 years,195,45,635
41019,"Hispanic, any race",40-64 years,94,20,343
41027,"Hispanic, any race",40-64 years,80,22,342
41029,"Hispanic, any race",40-64 years,365,96,1262
41031,"Hispanic, any race",40-64 years,82,23,262
41033,"Hispanic, any race",40-64 years,108,29,329
41035,"Hispanic, any race",40-64 years,125,26,412
41037,"Hispanic, any race",40-64 years,13,3,40
41039,"Hispanic, any race",40-64 years,431,116,1500
41041,"Hispanic, any race",40-64 years,63,17,253
41043,"Hispanic, any race",40-64 years,124,33,551
41045,"Hispanic, any race",40-64 years,209,35,524
41047,"Hispanic, any race",40-64 years,1216,310,4476
41049,"Hispanic, any race",40-64 years,68,18,249
41051,"Hispanic, any race",40-64 years,1315,308,4260
41053,"Hispanic, any race",40-64 years,127,35,520
41057,"Hispanic, any race",40-64 years,37,10,129
41059,"Hispanic, any race",40-64 years,288,72,1091
41061,"Hispanic, any race",40-64 years,14,4,51
41065,"Hispanic, any race",40-64 years,44,13,225
41067,"Hispanic, any race",40-64 years,1628,393,4561
41071,"Hispanic, any race",40-64 years,343,68,883
42001,"Hispanic, any race",40-64 years,107,25,358
42003,"Hispanic, any race",40-64 years,321,77,1230
42005,"Hispanic, any race",40-64 years,7,2,31
42007,"Hispanic, any race",40-64 years,56,13,161
42009,"Hispanic, any race",40-64 years,12,3,36
42011,"Hispanic, any race",40-64 years,1723,436,4795
42013,"Hispanic, any race",40-64 years,24,4,76
42015,"Hispanic, any race",40-64 years,11,3,42
42017,"Hispanic, any race",40-64 years,625,173,1840
42019,"Hispanic, any race",40-64 years,45,9,152
42021,"Hispanic, any race",40-64 years,27,7,114
42025,"Hispanic, any race",40-64 years,60,16,192
42027,"Hispanic, any race",40-64 years,46,12,169
42029,"Hispanic, any race",40-64 years,500,122,1675
42033,"Hispanic, any race",40-64 years,48,11,190
42037,"Hispanic, any race",40-64 years,37,7,92
42039,"Hispanic, any race",40-64 years,22,5,56
42041,"Hispanic, any race",40-64 years,175,31,512
42043,"Hispanic, any race",40-64 years,404,87,1311
42045,"Hispanic, any race",40-64 years,278,79,1021
42049,"Hispanic, any race",40-64 years,191,46,517
42051,"Hispanic, any race",40-64 years,20,5,77
42055,"Hispanic, any race",40-64 years,138,32,411
42059,"Hispanic, any race",40-64 years,9,2,35
42061,"Hispanic, any race",40-64 years,12,3,45
42063,"Hispanic, any race",40-64 years,11,3,45
42067,"Hispanic, any race",40-64 years,19,3,48
42069,"Hispanic, any race",40-64 years,219,53,840
42071,"Hispanic, any race",40-64 years,927,218,2909
42073,"Hispanic, any race",40-64 years,20,4,69
42075,"Hispanic, any race",40-64 years,294,59,920
42077,"Hispanic, any race",40-64 years,1590,407,4847
42079,"Hispanic, any race",40-64 years,841,162,2290
42081,"Hispanic, any race",40-64 years,24,6,100
42083,"Hispanic, any race",40-64 years,14,3,43
42085,"Hispanic, any race",40-64 years,24,5,81
42087,"Hispanic, any race",40-64 years,11,2,33
42089,"Hispanic, any race",40-64 years,680,176,1988
42091,"Hispanic, any race",40-64 years,589,137,1916
42095,"Hispanic, any race",40-64 years,857,224,2350
42097,"Hispanic, any race",40-64 years,67,14,176
42099,"Hispanic, any race",40-64 years,17,3,46
42101,"Hispanic, any race",40-64 years,4850,1212,15679
42103,"Hispanic, any race",40-64 years,150,36,459
42107,"Hispanic, any race",40-64 years,160,40,399
42109,"Hispanic, any race",40-64 years,15,3,40
42111,"Hispanic, any race",40-64 years,19,5,69
42115,"Hispanic, any race",40-64 years,10,3,44
42119,"Hispanic, any race",40-64 years,50,11,130
42125,"Hispanic, any race",40-64 years,54,11,198
42127,"Hispanic, any race",40-64 years,41,8,143
42129,"Hispanic, any race",40-64 years,72,17,229
42133,"Hispanic, any race",40-64 years,544,111,1734
44001,"Hispanic, any race",40-64 years,19,4,66
44003,"Hispanic, any race",40-64 years,136,27,436
44005,"Hispanic, any race",40-64 years,61,13,181
44007,"Hispanic, any race",40-64 years,2875,661,8315
44009,"Hispanic, any race",40-64 years,58,15,166
45003,"Hispanic, any race",40-64 years,178,41,586
45007,"Hispanic, any race",40-64 years,126,29,488
45011,"Hispanic, any race",40-64 years,11,3,40
45013,"Hispanic, any race",40-64 years,333,73,988
45015,"Hispanic, any race",40-64 years,267,68,976
45017,"Hispanic, any race",40-64 years,9,3,38
45019,"Hispanic, any race",40-64 years,319,79,1068
45021,"Hispanic, any race",40-64 years,40,10,162
45023,"Hispanic, any race",40-64 years,13,3,46
45025,"Hispanic, any race",40-64 years,35,8,135
45027,"Hispanic, any race",40-64 years,20,6,78
45029,"Hispanic, any race",40-64 years,28,7,91
45031,"Hispanic, any race",40-64 years,27,5,89
45033,"Hispanic, any race",40-64 years,11,3,49
45035,"Hispanic, any race",40-64 years,141,34,540
45037,"Hispanic, any race",40-64 years,38,9,118
45039,"Hispanic, any race",40-64 years,10,3,45
45041,"Hispanic, any race",40-64 years,45,14,238
45043,"Hispanic, any race",40-64 years,38,8,124
